Дата публикации;Статус;ФЗ;Проект;Способ закупки;URL;Организатор;ИНН;Менеджер компании;СМП;Название;Комментарий;ПО, Бренд;ПО, шт;Терминал, Бренд;БТ, шт;Видео, бренд;Видео, шт;ДУТ, Бренд;ДУТ, шт;Регион;Сделок в АМО;Участники;Победитель
5 июня 2025 г.;Не участвуем;223;СМТ+ВМ;Электронный аукцион;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=18399157;"СПБ ГУП ""ГОРЭЛЕКТРОТРАНС""";7830001927;Аверьянов М.;Да;Выполнение работ по модернизации троллейбусов модели АКСМ-321 в части бортового оборудования;;ТИС;1;Другое;1;Другое;1;;;Санкт-Петербург;8;Технические проекты;Технические проекты
5 июня 2025 г.;Не участвуем;223;СМТ+Тах;Запрос котировок;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=18398275;"ООО ""ТЕМП АВТОТЕХ""";7448138808;Веретенников Д.;Да;Услуги (комплекс) по техническому обслуживанию и ремонту системы мониторинга транспорта «АвтоГРАФ», датчиков уровня топлива «TKLS» совместно с цифровыми тахографами (торговых марок «АТОЛ» и VDO DTCO-3283) с заменой блоков НКМ (СКЗИ);"Сервисные работы, поставка датчиков скорости, тахографов, СКЗИ; ед. расценки";;;Техноком;1;;;Общие требования;1;Челябинская область;1;;
5 июня 2025 г.;Не участвуем;ГК;СМТ;Запрос котировок;https://www.nornickel.ru/suppliers/tenders/local/;Норникель Спутник;7743773042;Тимофеев Д.;Нет;20046800/2: 0922 Поставка аппаратуры навигации: Поставка Комплект гр. связи STAB A-Voice Аппаратура навигации СИГНАЛ S-4752;плюс поставка комплектов гр. Связи STAB 130 ед.;;;Навтелеком;157;;;;;Москва;3;;
5 июня 2025 г.;Не участвуем;ГК;СМТ;Мониторинг цен;https://www.fabrikant.ru/trades/atom/PriceMonitoring/?action=view&id=864818;"АО ""АТОМСПЕЦТРАНС""";7717609102;Миронов М.;Нет;"Оказание услуг по идентификации аппаратуры спутниковой навигации в Государственной автоматизированной информационной системе ""ЭРА-ГЛОНАСС"" и обеспечению определения и передачи информации в Федеральную службу по надзору в сфере транспорта для нужд Сибирского филиала АО ""Атомспецранс""";Передача информации в Ространснадзор, передача данных ЭРА-ТЕЛЕМАТИКА;АСМ ЭРА;43;;;;;;;Москва;16;;
5 июня 2025 г.;Не участвуем;ГК;СМТ;Упрощенная закупка;https://www.roseltorg.ru/procedure/RH04062500041;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ХАБАРОВСКАЯ РЕМОНТНО-МОНТАЖНАЯ КОМПАНИЯ""";2725031842;Несоленый И.;Нет;ОКПД2 29.31. Ремонт и тестирование, установка оборудования систем учета и контроля топлива для нужд АО «ХРМК». Лот № 0510- ЭКСП ПРОД-2025-ХРМК;Сервисные работы, ед. расценки;Омникомм;1;Омникомм;1;;;;;Хабаровский край;2;;
6 июня 2025 г.;Не участвуем;223;СМТ;Запрос котировок;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=18406098;"АО ""АТОМСПЕЦТРАНС""";7717609102;Миронов М.;Да;Право заключения договора на оказание услуг по монтажу и обслуживанию комплексов системы мониторинга ГЛОНАСС/GPS, технической и информационной поддержке, а также предоставлению круглосуточного доступа к мониторингу и online-сервису обработки данных ГЛОНАССSoft, установленных на автомобилях для нужд Уральского филиала АО «Атомспецтранс» в г. Трехгорный;Агент Глонасс;Глонасссофт;28;Общие требования;7;;;Общие требования;6;Москва;16;;
6 июня 2025 г.;Не участвуем;44;СМТ;Электронный аукцион;https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0317300301925000844;КОМИТЕТ МУНИЦИПАЛЬНОГО ЗАКАЗА ГОРОДА БАРНАУЛА;2225126623;;Да;Поставка, монтаж абонентских терминалов навигационных и датчиков уровня топлива;;;;Общие требования;11;;;Общие требования;12;Алтайский край;;;
6 июня 2025 г.;Не участвуем;ГК;ВМ/ТБ;Запрос предложений;https://zakupki.tmk-group.com/#com/procedure/view/procedure/289516;Общество с ограниченной ответственностью «ТМК Трубный сервис»;8905066387;Свинин Е.;Нет;"Закупка бортового оборудования для ООО ""ТМК Трубный сервис"" г.Ноябрьск.";видеорегистратор Companion BD-3074F (1080p);;;Техноком;2;Другое;6;;;Ямало-Ненецкий АО;1;;
6 июня 2025 г.;Не участвуем;ГК;ВМ/ТБ;Объявление о покупке;https://bidzaar.com/process/light/b1b39b5c-82e3-4ccd-8403-2ea2db03a90b;"АКАДО Телеком (АО ""КОМКОР"")";7717020170;;Нет;Автомобильные видеорегистратораторы и камеры видеонаблюдения: поставка, установка, настройка, обслуживание; Ежемесячное обслуживание за сим-карту, сервер и сервисное обслуживание видеорегистратора в количестве;Общие требования;9;;;Карвис;9;;;Москва;;;
6 июня 2025 г.;Не участвуем;ГК;СМТ;Объявление о покупке;https://market.mosreg.ru/Trade/ViewTrade?id=3352444;"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""ОБЪЕДИНЕННЫЙ КОМБИНАТ БЛАГОУСТРОЙСТВА И ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА""";5027233185;;Нет;Оказание услуг по монтажу, подключению и обслуживанию комплектов бортового навигационно-связного оборудования на базе спутниковой системы ГЛОНАСС/GPS в 2025 году;Передача в РНИС через ПО АРМ-2к8;Другое;119;;;;;;;Московская область;;;
6 июня 2025 г.;Не участвуем;ГК;СМТ;Прочее;https://www.roseltorg.ru/procedure/RH05062500037;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОТРАНССНАБ""";1435176330;Продажи SKAI;Нет;ОКПД2 33.13.11.000 Оказание услуг по сервисному обслуживанию навигационного оборудования (включая поставку оборудования и материалов, в т.ч. датчики уровня топлива, GPS модули), для нужд автотранспорта АО «Энерготрансснаб» в Республике Саха (Якутия);Плюс сервис;;;Общие требования;150;;;Эскорт;200;Республика Саха (Якутия);1;;
6 июня 2025 г.;Не участвуем;ГК;СМТ;Прочее;https://www.roseltorg.ru/procedure/RH05062500066;"Акционерное общество ""Дальневосточная генерирующая компания""";1434031363;Буймистр Н.;Нет;"ОКПД2 26.51.20.123 Оснащение транспортных средств аппаратурой спутниковой навигации для нужд структурного подразделения ""Райчихинская ГРЭС""";2216;;;АСН;5;;;;;Республика Саха (Якутия);2;;
6 июня 2025 г.;Не участвуем;ГК;ТМ;Прочее;https://tender.lot-online.ru/etp/app/SmallPurchaseCard/page?SmallPurchaseCard.smallPurchaseEntity=MT%3Aprcreq19718ug0000pefn60jeht8872k;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТРАНСПОРТНАЯ КОМПАНИЯ РУСГИДРО""";1902018248;Семеренко И.;Нет;"ОКПД2 86.10.19.000. Услуги по проведению предрейсового и послерейсового медицинского осмотра (с применением телемедицины аренда оборудования) для нужд Новосибирского участка Саяно-Шушенского филиала АО ""ТК РусГидро""";"предрейсовый 7399; послерейсовый 7400";;;;;;;;;Республика Хакасия;7;не раскрывается;не раскрывается
9 июня 2025 г.;Не участвуем;223;СМТ;Закупка у единственного поставщика;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=18411472;"МАУ ""ДОРРЕМСТРОЙ""";2812172857;;Нет;Оказание услуг по оснащению транспортных средств оборудованием для мониторинга транспорта;;;;Общие требования;5;;;Общие требования;4;Амурская область;;СМ;СМ
9 июня 2025 г.;Не участвуем;223;СМТ;Запрос предложений;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=18411612;"АО ""МЕЖДУНАРОДНЫЙ АЭРОПОРТ ИРКУТСК""";3811146038;Зимовская Е.;Да;Оказание информационных услуг по мониторингу транспортных средств и подвижных объектов оборудования «Omnicomm»;"плюс сервис (ремонт); ед. расценки";Омникомм;1;;;;;;;Иркутская область;1;;
9 июня 2025 г.;Не участвуем;ГК;СМТ;Запрос котировок;https://zakupki.rosatom.ru/?link=procurements&obj_id=IU27FkIOEfCL4foWPqP95Q%3D;"АО ""Атомспецтранс""/УФ АО «Атомспецтранс»";7717609102;Миронов М.;Нет;Оказание услуг по монтажу и обслуживанию комплексов системы мониторинга ГЛОНАСС/GPS, технической и информационной поддержке, а также предоставлению кр;"2216; сервисные работы";Общие требования;28;АСН;7;;;Общие требования;6;Челябинская область;16;;
9 июня 2025 г.;Не участвуем;ГК;СМТ;Мониторинг цен;https://www.fabrikant.ru/trades/atom/PriceMonitoring/?action=view&id=866074;"АО ""АТОМСПЕЦТРАНС""";7717609102;Миронов М.;Нет;Абонентское обслуживание спутниковых систем мониторинга ГЛОНАСС/GPS тепловозов для нужд Управления по специальным перевозкам Уральского филиала АО «Атомспецтранс» в г. Трёхгорный;;Общие требования;2;;;;;;;Москва;16;;
9 июня 2025 г.;Не участвуем;ГК;СМТ;Прочее;https://zakupki.mos.ru/auction/9990621;Государственное казенное учреждение города Москвы «Московский авиационный центр»;7706400162;;Нет;Терминал Galileosky 10 int;;;;Галилео;12;;;;;Москва;;3 заявки_скрыто;ТРИВИ
10 июня 2025 г.;Не участвуем;223;СМТ;Объявление о покупке;https://market.mosreg.ru/Trade/ViewTrade?id=3354789;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ТЕПЛО КОЛОМНЫ ОБЪЕДИНЕННЫЕ ИНЖЕНЕРНЫЕ СИСТЕМЫ""";5022030985;;Нет;Поставка, установка, активация комплектов оборудования (терминалов) беспроводной (на основе стандарта связи GSM) системы оповещения и мониторинга автомобилей со встроенными ГЛОНАСС/GPS- и GSM-антеннами модели Старт S-2013 и их подключение к серверу и ПО АРМ 2К8 с последующей передачей данных в РНИС МО.;"Установка, активация; Передача в РНИС МО";Другое;20;Навтелеком;20;;;;;Московская область;;;
10 июня 2025 г.;Не участвуем;ГК;ВА;Запрос котировок;https://www.tektorg.ru/market/procedures/14062779;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВСЕРОССИЙСКИЙ БАНК РАЗВИТИЯ РЕГИОНОВ""";7736153344;Буймистр Н.;Нет;Оказание услуг по внедрению системы мониторинга поведения водителей (СМВ);ТТ Роснефти;;;;;Общие требования;41;;;Москва;1;нет информации;нет информации
10 июня 2025 г.;Не участвуем;ГК;ВА;Запрос предложений;https://etpgpb.ru/procedure/tender/etp/1128541-okazanie-uslug-po-ustanovke-sistem-videomonitoringa-avtotransporta-na-obektah-stroitelstva-gpn-razvitie-2002762-0363-bngkm-kppg-gnr-23-11000-00140-r-05-01-n-z-1-kompleks-podgotovki-i-pererabotki-gaza-kppg-na-bovanenkovskom-ngkm-uchastok-rabot-2-dlya-nuzhd-ooo-gsp-mehanizatsiya/;Общество с ограниченной ответственностью «ГСП-Механизация»;7810442793;Миронов М.;Нет;"Оказание услуг по установке систем видеомониторинга автотранспорта на объектах строительства «ГПН-Развитие» 2002762-0363_БНГКМ_КППГ_ГНР-23/11000/00140/Р/05-01_Н-З№1 «Комплекс подготовки и переработки газа (КППГ)"" на Бованенковском НГКМ (Участок работ 2)» для нужд ООО «ГСП-Механизация»";;Монтранс;22;;;Монтранс;22;;;Санкт-Петербург;8;Монтранс;Монтранс
10 июня 2025 г.;Не участвуем;ГК;СМТ;Запрос котировок;https://www.rts-tender.ru/poisk/id/l13159236-3-9-1/;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ МОСКОВСКОЙ ОБЛАСТИ ""МОСКОВСКАЯ ОБЛАСТНАЯ СПЕЦИАЛИЗИРОВАННАЯ АВАРИЙНО-ВОССТАНОВИТЕЛЬНАЯ СЛУЖБА""";5031070286;;Нет;Поставка специализированного бортового навигационного оборудования с применением технологий спутниковой навигации ГЛОНАСС для нужд ГКУ МО МОС АВС (2);;Общие требования;45;Навтелеком;45;;;Эскорт;90;Московская область;;;
10 июня 2025 г.;Не участвуем;ГК;СМТ;Прочее;https://tender.lot-online.ru/etp/app/LotCard/page?LotCard.lotEntity=LT%3Acorebo19718ug0000pel3c60432muhnc;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПОЧТА РОССИИ""";7724490000;Несоленый И.;Нет;поставка аппаратуры спутниковой навигации;2216;;;АСН;27;;;;;Москва;5;;
10 июня 2025 г.;Не участвуем;ГК;ТМ;Запрос котировок;https://utp.sberbank-ast.ru/Transneft/NBT/PurchaseView/5/0/0/3154665;"АО ""ТРАНСНЕФТЬ - СИБИРЬ""";7201000726;Тучков М.;Нет;1300-C05-К-Y03-01185-2025 «Проведение дистанционного медицинского осмотра (телемедицина) водительского состава Урайского УМН»;2025 г.=27897 мо+2026 г.=111588 мо  (предрейсовый, послересовый). Период октябрь-декабрь;;;;;;;;;Тюменская область;1;Нет доступа;
11 июня 2025 г.;Не участвуем;223;СМТ;Маркетинговое исследование;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=18426052;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЧАЙКОВСКИЙ""";5920000593;Миронов М.;Да;"Выполнение работ по техническому обслуживанию и текущему ремонту оборудования ГЛОНАСС для нужд ООО ""Газпром трансгаз Чайковский"" в 2026 году (для субъектов малого и среднего предпринимательства) (65615)";"по заявкам (количество тс 170 ед.); то и ремонт";;;Общие требования;1;;;Общие требования;1;Пермский край;2;;
11 июня 2025 г.;Не участвуем;44;СМТ;Электронный аукцион;https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0372500005325000074;"СПБ ГБУ ""ЛЕНСВЕТ""";7838087330;;Да;Оказание услуг по техническому обслуживанию и информационному сопровождению системы мониторинга автотранспорта на базе ГЛОНАСС/GPS;"Установлены Arnavi, Навтелеком SMART 2421, 2435; Плюс сервисные работы";Общие требования;173;;;;;;;Санкт-Петербург;;;
11 июня 2025 г.;Не участвуем;ГК;ВА;Запрос котировок;https://www.tektorg.ru/market/procedures/14063511;"Общество с ограниченной ответственностью ""Башнефть-Строй""";0271006454;;Нет;"Оказание услуг по сервисному обслуживанию, ремонту и абонентскому сопровождению оборудования видеорегистрации автомобилей ООО ""Башнефть-Строй""";плюс сервисные работы;Общие требования;45;;;Монтранс;5;;;Республика Башкортостан;;нет информации;нет информации
11 июня 2025 г.;Не участвуем;ГК;ВМ/ТБ;Запрос котировок;https://www.tektorg.ru/market/procedures/14063205;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПЕНЗАНЕФТЕПРОДУКТ""";5800000016;Несоленый И.;Нет;"АТЦ ""Услуги по поставке ремонту и обслуживанию видеонаблюдения на транспорте средства""";Сервисные работы;Общие требования;2;;;Карвис;2;;;Пензенская область;2;;
11 июня 2025 г.;Не участвуем;ГК;СМТ;Запрос котировок;https://www.tektorg.ru/market/procedures/14063234;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПЕНЗАНЕФТЕПРОДУКТ""";5800000016;Несоленый И.;Нет;"АТЦ Услуги по поставке и техническому обслуживанию бортовых навигационных терминалов ГЛОНАСС"".";"ДУТ Миела Катана; плюс сервис";;;Галилео;8;;;Другое;10;Пензенская область;2;;
11 июня 2025 г.;Не участвуем;ГК;СМТ;Прочее;https://etpgpb.ru/procedure/tender/price_request/787084-datchik-urovnya-topliva-zayavka-115282/;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА ХАБАРОВСКА ВОСТОК;2724248673;;Нет;Датчик уровня топлива (заявка 115282);;;;;;;;Общие требования;14;Хабаровский край;;;
11 июня 2025 г.;Нет итогов;ГК;СМТ+ВА;Запрос котировок;https://www.nornickel.ru/suppliers/tenders/local/;АО «ТТК» Норникель;2460047153;Тимофеев Д.;Нет;20046691/2: Системы спутникового мониторинга транспо: Системы спутникового мониторинга транспорта и видеоаналитики;"плюс монтаж; Объявлен новый тендер № 20047588/1 под руководством Норильского никеля, все документы в новом тендере";Общие требования;48;Общие требования;48;Скай;48;;;Красноярский край;4;;
16 июня 2025 г.;Выиграно;44;СМТ;Электронный аукцион;https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0372200286725000023;"СПБ ГБАУ ""СМОЛЬНИНСКОЕ""";7842510157;Никитенко З.;Нет;Услуги по предоставлению лицензий на право использовать программное обеспечение для ЭВМ спутниковой системы мониторинга транспорта;Лицензия на программное обеспечение «Scout IoT Platform. Безопасное вождение» Пакет «Удаленный доступ» на 12 месяцев;Скай;596;;;;;;;Санкт-Петербург;7;Проектная среда;Проектная среда
16 июня 2025 г.;Не участвуем;223;СМТ;Закупка у единственного поставщика;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=18428964;"ГПКО ""ДЭП №2""";3923003140;;Нет;Оказание услуг по информационно-техническому обслуживанию аппаратно-программного комплекса мониторинга транспортных средств;плюс сервисные работы;Техноком;1;;;;;;;Калининградская область;;ИП Московец Н.Н.;ИП Московец Н.Н.
16 июня 2025 г.;Не участвуем;223;СМТ+Тах;Маркетинговое исследование;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=18425859;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЕКАТЕРИНБУРГ""";6608007434;Миронов М.;Нет;"Выполнение работ по техническому обслуживанию и текущему ремонту тахографов и текущему ремонту навигационных терминалов Глонасс/GPS для нужд ООО ""Газпром трансгаз Екатеринбург"" в 2026 г. (для субъектов малого и среднего предпринимательства) (66654)";сервис тахографов 152 шт. и  терминалов 47 шт.;;;;;;;;;Свердловская область;1;;
16 июня 2025 г.;Не участвуем;44;СМТ;Электронный аукцион;https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0131300000625001392;АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА ГОРОД ВОРОНЕЖ;3650002882;;Да;Поставка датчиков уровня топлива и модулей мониторинга;;;;Скаут;30;;;Общие требования;30;Воронежская область;;;
16 июня 2025 г.;Не участвуем;ГК;ВА;Прочее;https://www.tektorg.ru/rosnefttkp/procedures/14066121;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИБИРСКАЯ ИНТЕРНЕТ КОМПАНИЯ""";7708119944;Миронов М.;Нет;Оказание услуг по предоставлению в аренду комплектов системы мониторинга поведения водителей, установке и наладке системы мониторинга состояния водителя и услуг диспетчеризации для нужд ООО ИК «СИБИНТЕК»;"Аренда и монтаж; включая пусконаладку, абонентки нет, только диспетчеризация. ТЗ табличное Роснефти";Общие требования;22;;;Общие требования;22;;;Москва;1;нет информации;нет информации
16 июня 2025 г.;Не участвуем;ГК;ВА;Прочее;https://www.tektorg.ru/rosnefttkp/procedures/14103552;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НИЖНЕВАРТОВСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И ПРОЕКТНЫЙ ИНСТИТУТ НЕФТЯНОЙ ПРОМЫШЛЕННОСТИ""";8603087486;Зимовская Е.;Нет;Поставка МТР (Автомобильные видеорегистраторы с системой контроля состояния водителя) в 2026г.;ТЗ табличное Роснефти;Общие требования;5;;;Общие требования;5;;;Ханты-Мансийский Автономный округ - Югра АО;1;нет информации;нет информации
16 июня 2025 г.;Не участвуем;ГК;СМТ;Прочее;https://etpgpb.ru/procedure/tender/commerce/1584725-priobretenie-po-avtograf/;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НОВАТЭК""";6316031581;Несоленый И.;Нет;Приобретение ПО Автограф;Лицензии;Техноком;94;;;;;;;Самарская область;3;;
16 июня 2025 г.;Не участвуем;ГК;ТМ;Запрос котировок;https://utp.sberbank-ast.ru/Transneft/NBT/PurchaseView/5/0/0/3159763;"АО ""ТРАНСНЕФТЬ - СИБИРЬ""";7201000726;Тучков М.;Нет;1300-C05-К-Y12-02779-2025 «Оказание услуг по проведению предрейсовых и послерейсовых медицинских осмотров водителей (удаленная телемедицина) в 2025-2028 гг. Уренгойское УМН»;"на 3 года; 4 140 мо; 7 ед. ПАК";;;;;;;;;Тюменская область;1;Нет доступа;
16 июня 2025 г.;Не участвуем;ГК;ТМ;Прочее;https://tender.lot-online.ru/etp/app/SmallPurchaseCard/page?SmallPurchaseCard.smallPurchaseEntity=MT%3Aprcreq19718u80000petjdqhqmgk0aas;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТРАНСПОРТНАЯ КОМПАНИЯ РУСГИДРО""";1902018248;Семеренко И.;Нет;Оказание услуг по проведению предрейсовых и послерейсовых осмотров водителей посредством телемедицины в Амурской, Сахалинской областях и Хабаровском, Приморском краях для нужд Владивостокского представительства АО «ТК РусГидро»;"предрейсовый мо 4 450 шт.;
послерейсовый мо 4 450 шт.";;;;;;;;;Республика Хакасия;7;не раскрывается;не раскрывается
17 июня 2025 г.;Не участвуем;223;СМТ;Электронный аукцион;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=18432884;"ГБУ РС(Я) ""ГОСУДАРСТВЕННАЯ ПРОТИВОПОЖАРНАЯ СЛУЖБА РС(Я)""";1435211305;Зимовская Е.;Да;На приобретение аппаратуры спутниковой навигации ГЛОНАСС и оказание услуг по установке на транспортное средство;;;;Общие требования;21;;;;;Республика Саха (Якутия);1;;
17 июня 2025 г.;Не участвуем;ГК;СМТ;Объявление о покупке;https://bidzaar.com/process/light/5204d5b2-4b60-455a-9534-328f48c623df;ГРУППА ПРОДО;7706625800;Буймистр Н.;Нет;Закупка услуг по сервисному обслуживанию системы мониторинга транспорта, Омская область;Сервисные работы (монтаж, демонтаж, тарировка и т.д.);;;;;;;;;Москва;2;;
17 июня 2025 г.;Не участвуем;ГК;ТМ;Запрос предложений;https://www.b2b-center.ru/market/view.html?id=4075654&utm_source=seldon&utm_medium=referral&utm_campaign=ref_id;"ПАО ""МТС""";7740000076;Степанов К.;Нет;Проведение дистанционных предрейсовых медицинских осмотров водителей ПАО МТС филиал г. Иркутск по адресу: 664056 г. Иркутск, ул. Академическая, 28/7;аренда ПАК, количество неизвестно, ежедневно проходят мо до 10 человек;;;;;;;;;Москва;20;Нет итогов;
17 июня 2025 г.;Проиграно;ГК;ТМ;Запрос предложений;https://www.b2b-center.ru/market/view.html?id=4075654&utm_source=seldon&utm_medium=referral&utm_campaign=ref_id;"ПАО ""МТС""";7740000076;Степанов К.;Нет;Проведение дистанционных предрейсовых медицинских осмотров водителей ПАО МТС филиал г. Иркутск по адресу: 664056 г. Иркутск, ул. Академическая, 28/7;Подаем по эл.почте. аренда ПАК, количество неизвестно, ежедневно проходят мо до 10 человек. Платная площадка. Есть возможность подачи заявки по эл.почте. Субподрядчик Медпоинт24. По информации от Суханова Ж: проиграно по цене;;;;;;;;;Москва;20;по устной информации у ПС 3 место;Скрыто
18 июня 2025 г.;Не участвуем;223;СМТ;Запрос котировок;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=18440919;"ПАО ""РОССЕТИ""";4716016979;Семеренко И.;Нет;"Оказание услуг по абонентскому обслуживанию системы мониторинга транспорта филиала ПАО ""Россети"" - МЭС Северо-Запада";;Общие требования;277;;;;;;;Москва;3;;
18 июня 2025 г.;Не участвуем;44;СМТ;Запрос котировок;https://zakupki.gov.ru/epz/order/notice/zk20/view/common-info.html?regNumber=0302300048725000630;"МУ ""УПРАВЛЕНИЕ ПО МУНИЦИПАЛЬНЫМ ЗАКУПКАМ""";0326023564;;Да;Оказание услуг информационно-технического обслуживания системы мониторинга и управления транспортом и диспетчерского программного обеспечения;"ПО ST Matix», ПО ""ST Passendger Pro; количство тс неизвестно";Другое;1;;;;;;;Республика Бурятия;;;
18 июня 2025 г.;Не участвуем;ГК;ВА;Запрос котировок;https://www.tektorg.ru/market/procedures/14105994;ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «САРАТОВНЕФТЕПРОДУКТ»;6452034165;Пашина Е.;Нет;Оказание услуг по мониторингу систем контроля водителя и дорожной обстановки, установленных на транспортных средствах Общества ПАО «Саратовнефтепродукт»;установлены Карвис;Аксон (Карвис);11;;;;;;;Саратовская область;1;нет информации;нет информации
18 июня 2025 г.;Не участвуем;ГК;СМТ;Запрос котировок;https://market.rts-tender.ru/search/sell/9008138/request?utm_source=vitrina;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ МОСКОВСКОЙ ОБЛАСТИ ""МОСКОВСКАЯ ОБЛАСТНАЯ СПЕЦИАЛИЗИРОВАННАЯ АВАРИЙНО-ВОССТАНОВИТЕЛЬНАЯ СЛУЖБА""";5031070286;;Нет;Поставка специализированного бортового навигационного оборудования с применением технологий спутниковой навигации ГЛОНАСС для нужд ГКУ МО МОС АВС (2);;;;Навтелеком;35;;;Эскорт;35;Московская область;;;
18 июня 2025 г.;Не участвуем;ГК;СМТ;Запрос котировок;https://www.tektorg.ru/market/procedures/14106297;"Общество с ограниченной ответственностью ""РН-Транспорт""";0274089610;;Нет;Обслуживание и ремонт блоков БСМТС на 2026г.;Ремонт (диагностика) Галилео, Сигнал, Омникомм;Общие требования;120;;;;;;;Республика Башкортостан;;;
19 июня 2025 г.;Выиграно;СНГ;ВА;Открытый конкурс;https://zakup.sk.kz/#/ext(popup:item/1125181/advert;"Товарищество с ограниченной ответственностью ""KAP Technology""";60640009560;;Нет;Услуги по техническому обслуживанию автоматизированных систем управления/ контроля/ мониторинга/ учета/диспетчеризации и аналогичного оборудования;"Конец обсуждения 24.06.2025 12:38. Статус: на рассмотрении, переторжка до 25.07.2025 00:00
Предложение подано";Скай;13;;;Стримакс;13;;;Республика Казахстан;;ТОО СТМ;ТОО СТМ
19 июня 2025 г.;Не участвуем;ГК;ВА;Запрос котировок;https://www.tektorg.ru/market/procedures/14118931;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НК ""РОСНЕФТЬ"" - КАРАЧАЕВО-ЧЕРКЕССКНЕФТЕПРОДУКТ""";0901021415;;Нет;Система контроля состояния водителя и дорожной обстановки;Установлен Carvis MDA-448HDD+4G+GPS Lite (DSM+ADAS);Аксон (Карвис);7;;;;;;;Карачаево-Черкесская Республика;;нет информации;нет информации
19 июня 2025 г.;Не участвуем;ГК;СМТ;Запрос котировок;https://www.tektorg.ru/market/procedures/14118680;"Акционерное общество ""РН-Транс""";6330017677;;Нет;Оказание услуг по мониторингу тепловозов посредством спутниковой навигации ГЛОНАСС/GPS;"тепловозы; замены трекеров по необходимости (в случае выхода из строя)";Общие требования;14;Общие требования;1;;;;;Самарская область;1;;
19 июня 2025 г.;Не участвуем;ГК;СМТ;Объявление о покупке;https://sberb2b.ru/request/supplier/preview/f43baa9d-f776-4657-b230-af656dd9d54e;"ООО ""ТРАНСНЕФТЬ - БАЛТИКА""";4704041900;Тучков М.;Нет;Цифровые видеокамеры для СКАУТ МТ-900 DVR PRO;видеокамера Dahua DH-IPC-HDBW2230EP-S-0280B;;;;;Другое;17;;;Санкт-Петербург;2;;
19 июня 2025 г.;Не участвуем;ГК;СМТ;Упрощенная закупка;https://www.roseltorg.ru/procedure/RH18062500116;"Акционерное общество ""Инфраструктурные Проекты""";1500004950;;Нет;Запрос коммерческих предложений в рамках упрощенной закупки на право заключения Договора по Лоту №2730-ЭКСП ПРОД-2025-РУ-ИП-ВП ОКПД 2: 26.51.20.121 Услуга по установке спутниковой навигации обеспечивающей передачу сигнала в ГАИС «ЭРА-ГЛОНАСС» на транспортные средства АО «Инфраструктурные проекты», абонентское обслуживание навигационного оборудования ГАИС «ЭРА-ГЛОНАСС»;2216;Другое;26;АСН;26;;;;;Республика Северная Осетия - Алания;;;
